title,channel_title,views,likes,dislikes,comment_total,,,,,,,,,,
HALLOWEEN COSTUME THRIFT SHOPPING?!,Amber Scholl,398902,17943,351,2059,,,,,,,,,,
Rich Uncle Pennybags Look-Alike Trolls Equifax Hearing,Roll Call,132097,1843,39,213,,,,,,,,,,
My reasons..,Dina Tokio,102753,4852,89,406,,,,,,,,,,
Weird music test you have to try!,ANDREW HUANG,345619,10465,613,2209,,,,,,,,,,
King Krule - Half Man Half Shark,King Krule,142176,6867,62,621,,,,,,,,,,
Chris & Kem - Little Bit Leave It (Lyric Video),ChrisandKemVEVO,564567,16688,2726,0,,,,,,,,,,
VLOG : Hobbies House Party + The Aquarium! ðŸ·,Gabriella â™¡,108506,5309,279,322,,,,,,,,,,
NEON SKULL HALLOWEEN MAKEUP TUTORIAL,James Charles,774483,52229,1071,4985,,,,,,,,,,
A Boogie Wit Da Hoodie - Drowning (WATER) [Official Music Video],A-Boogie Wit Da Hoodie,1545344,59658,1233,9033,,,,,,,,,,
Stranger Things: The Game,BonusXP,222148,646,33,62,,,,,,,,,,
PRETTYMUCH - Teacher (Official Video),PrettyMuchVEVO,104513,17450,104,2383,,,,,,,,,,
Lauv - Easy Love [Official Video],Lauv,172356,13298,80,854,,,,,,,,,,
Everything From the Google Pixel Event | WIRED,WIRED,272376,4681,190,989,,,,,,,,,,
Dark | Teaser [HD] | Netflix,Netflix,283354,3819,63,308,,,,,,,,,,
DAY TO DEAD HALLOWEEN DRUGSTORE MAKEUP TUTORIAL | JAMIE GENEVIEVE,Jamie Genevieve,94097,4240,127,218,,,,,,,,,,
American VS French Makeup Tutorial,Christen Dominique,415339,24446,245,3001,,,,,,,,,,
Man Lives as an ADULT BABY! | My Crazy Obsession,tlc uk,294961,2329,519,2008,,,,,,,,,,
Weezer - Weekend Woman,weezer,65469,2374,85,579,,,,,,,,,,
Chile vs Ecuador 2-1 â— Goals & Highlights Goles y Resumen â— 05 October 2017 HD,MATCHDAY HIGHLIGHTS,302481,527,150,609,,,,,,,,,,
"Lee, Ferguson (eventually) make weight ahead of UFC 216",MMAjunkie,18263,104,5,160,,,,,,,,,,
Is Autumn A Filthy Sell-Out?,Lex Croucher,10258,1064,3,88,,,,,,,,,,
One More Light (Official Lyric Video) - Linkin Park,Linkin Park,1910646,165607,1101,11456,,,,,,,,,,
Google Pixel 2 vs Pixel 2 XL: Hands on!,UrAvgConsumer,200033,8395,205,1440,,,,,,,,,,
Fast Food Hot Sauce Taste Test,Good Mythical Morning,1649201,35630,725,2642,,,,,,,,,,
í•œêµ­ ë§¥ë„ë‚ ë“œ ì‹  ì´ˆì½œë¦¿ ë©”ë‰´!?!,ì˜êµ­ë‚¨ìž Korean Englishman,645669,9626,250,2602,,,,,,,,,,
We Need To Talk About The Las Vegas Shooting...,Philip DeFranco,1874628,103335,3123,20028,,,,,,,,,,
Game Revealed: Season 7 Episode 6: Zombie. Polar. Bear. (HBO),GameofThrones,229915,4753,329,362,,,,,,,,,,
Thrift Haul/Finds! ðŸ‘— ðŸ‘›,Beckie Jane Brown,10655,684,35,202,,,,,,,,,,
TOUZANI BIJ CRISTIANO RONALDO THUIS !,TOUZANI TV,1880803,60547,828,16754,,,,,,,,,,
WE'VE ALL BEEN THERE | TimH feat. Jack Howard & Dom Fera,TimH Films,40850,5735,10,235,,,,,,,,,,
First Take reacts to LaVar Ball being called 'worst sports parent ever' | First Take | ESPN,ESPN,298863,2136,144,1279,,,,,,,,,,
CÃ©line Dion | Vegas Strong,CelineDionTV,46326,362,3,39,,,,,,,,,,
St. Vincent - Los Ageless (Official Video),St. Vincent,342582,8198,363,597,,,,,,,,,,
Jim Carrey | Norm Macdonald Live,Norm Macdonald,616492,9160,507,4807,,,,,,,,,,
Watch The Moment Jason Aldean Stopped Performing During The Las Vegas Shooting | TIME,TIME,1470255,2742,607,2991,,,,,,,,,,
ADAM: The Mirror,Oats Studios,540130,21403,186,1496,,,,,,,,,,
Last Week I Deleted This Video,DarkSquidge,73803,5500,23,1052,,,,,,,,,,
The strange case of the cyclops sheep - Tien Nguyen,TED-Ed,302357,12578,123,522,,,,,,,,,,
September Favorites 2017,clothesencounters,212198,7556,259,1258,,,,,,,,,,
Assassin's Creed Origins: New Stealth Gameplay in Ancient Egypt | Ubiblog | Ubisoft [US],Ubisoft US,121837,2682,104,762,,,,,,,,,,
ENDURO MTB BACKFLIPS!!!,Harry Main,129557,4324,53,471,,,,,,,,,,
autumn.,Marzia,173537,27893,151,1457,,,,,,,,,,
Chatty GRWM & a day in my life vlog! (drunk on a red carpet) | Melanie Murphy,Melanie Murphy,31444,2095,36,291,,,,,,,,,,
"Starved, Scared Dog is Transformed By Love | The Dodo",The Dodo,223592,9799,49,600,,,,,,,,,,
Famous YouTubers | My Parents React (Ep. 26),IISuperwomanII,1326310,91017,1053,8039,,,,,,,,,,
'KUWTK': Kendall Jenner Tearfully Apologizes for Pepsi Commercial: 'I Genuinely Feel Like S**t',Entertainment Tonight,731860,3433,1732,1175,,,,,,,,,,
Liberal Redneck - On Guns,Trae Crowder,105999,9079,164,1222,,,,,,,,,,
"Coldplay performing Free Fallin' - Tribute to Tom Petty (Portland, 2 October)",ColdplayDaily,191202,1938,51,294,,,,,,,,,,
Self-Love vs Romantic Love,MyHarto,50430,3742,20,300,,,,,,,,,,
The Martin Garrix Show: S2.E7 Show Day,Martin Garrix,404927,22477,240,1151,,,,,,,,,,
How To Make A GIANT CAKE PUN PENCIL Out Of Chocolate CAKE! | Yolanda Gampp | How To Cake It,How To Cake It,743977,26745,462,11826,,,,,,,,,,
Tom Petty & The Heartbreakers  -- American Girl,Rock & Roll Hall of Fame,754128,4929,123,759,,,,,,,,,,
Kehlani - Honey [Official Audio],kehlani parrish,623785,46407,349,3571,,,,,,,,,,
Cesc Fabregas finally admits to throwing pizza at Ferguson,Eng Vids,21951,92,5,32,,,,,,,,,,
Brain Surgery Costs HOW MUCH $$ !?!,Courtelizz1,55277,2637,69,1050,,,,,,,,,,
HAIM - Little of Your Love,HaimVEVO,405910,18134,422,830,,,,,,,,,,
Unboxings Galore! | The Weekly #37,SprinkleofChatter,176122,6390,151,855,,,,,,,,,,
$17 Fried Chicken Vs. $500 Fried Chicken,BuzzFeedVideo,6986200,154183,4407,18530,,,,,,,,,,
SNES Classic Mini Hack: How to add your own games with HakChi2,Skullator,23235,372,12,342,,,,,,,,,,
Elon Musk: We're Going to Mars by 2024,ColdFusion,264930,12397,289,2449,,,,,,,,,,
MY LITTLE PONY CAKE! - NERDY NUMMIES,Rosanna Pansino,457125,21125,260,6316,,,,,,,,,,
Bella Hadid Goes Sneaker Shopping With Complex,Complex,899947,25631,1671,3873,,,,,,,,,,
Gucci Mane - Met Gala feat. Offset [Official Music Video],OfficialGucciMane,1445484,46735,946,2937,,,,,,,,,,
LVMPD Sheriff Briefs Media Regarding Active Shooter 10/2/2017,Las Vegas Metropolitan Police,480417,0,0,0,,,,,,,,,,
"WWE holds a moment of silence in memory of those lost in the Las Vegas tragedy: Raw, Oct. 2, 2017",WWE,352757,8723,281,1151,,,,,,,,,,
Danny MacAskill Tests Santa Cruz Reserve Carbon Wheels,Santa Cruz Bicycles,1377425,17163,647,510,,,,,,,,,,
Jack Ryan - Teaser: The Reveal [HD] | Amazon Video,Amazon Video,100161,626,77,80,,,,,,,,,,
Why Do We Binge? | JACK HOWARD,JackHoward,41584,3571,51,289,,,,,,,,,,
Tesla Model 3 - Interior Hidden Features - OCDetailingÂ®,OCDetailing,153405,1729,327,359,,,,,,,,,,
The Breeders - Wait in the Car (Official Video),4AD,65739,1455,26,93,,,,,,,,,,
Shania Twain - Swingin' With My Eyes Closed (Behind The Scenes),ShaniaTwainVEVO,20873,620,18,32,,,,,,,,,,
Emily's Recommended Reading!,thebrainscoop,23850,1984,17,353,,,,,,,,,,
Jacob Banks - Unknown (To You) Official Music Video,JacobBanksVEVO,154408,3088,61,195,,,,,,,,,,
Ty Dolla $ign - Dawsin's Breek ft. Jeremih [Music Video],Ty Dolla $ign,270208,11580,454,502,,,,,,,,,,
Three Shows You Should Binge!,ChewingSand,37093,2405,41,301,,,,,,,,,,
The Simpsons - Lyrics Workshop with Tom Petty,Citra Putri,70054,382,4,33,,,,,,,,,,
Here's why gun stocks rise after mass shootings,CNNMoney,156808,587,6497,1319,,,,,,,,,,
Sarah Close - Only You (Official Video),SarahClose1,298272,14597,274,886,,,,,,,,,,
Self-Conscious Computer (feat. Anna Akana) - JACK AND DEAN,Jack and Dean,231065,24678,208,1002,,,,,,,,,,
The Chaos President Cold Open - SNL,Saturday Night Live,7084343,60305,15893,12338,,,,,,,,,,
My First Lookbook,ConnorFranta,141908,21713,107,1355,,,,,,,,,,
Las Vegas: Mass casualties in Mandalay Bay shooting - BBC News,BBC News,1316116,2747,552,6776,,,,,,,,,,
MIDNIGHT GALAXY CUPCAKES - The Scran Line,The Scran Line,37806,2559,16,216,,,,,,,,,,
Poppy & Branch cake toppers Trolls movie,Zoes Fancy Cakes,14553,1030,11,60,,,,,,,,,,
Cookbook drops tomorrow!,Binging with Babish,217501,8425,110,732,,,,,,,,,,
The Reaction Ferries of Basel: What Have We Missed?,Tom Scott,267074,14245,35,769,,,,,,,,,,
Huge Autumn Clothing Haul & Try On | Zoella,Zoella,1571488,99168,900,636,,,,,,,,,,
Questions I've Never Answered...,Amelia Liana,71779,3867,81,276,,,,,,,,,,
Europe - Walk The Earth (Official Video),europethebandtv,59374,1442,17,219,,,,,,,,,,
Tom Petty and Garry Shandling,Kunchcar Whaleboy,194307,2004,24,604,,,,,,,,,,
Can Demi Lovato remember her own lyrics?,BBC Radio 1,1797972,51295,353,1266,,,,,,,,,,
How To Make Grass Rope [Improved Method],NightHawkInLight,92857,4608,38,374,,,,,,,,,,
MEET MY NEW KITTEN!,PsychoSoprano,718770,49740,399,7263,,,,,,,,,,
"Stranger Things References, Part 2: Teen Horror, Pop and Punk",ScreenPrism,14342,672,10,39,,,,,,,,,,
THE UNTITLED ACTION BRONSON SHOW on VICELAND,VICELAND,26400,618,21,58,,,,,,,,,,
Cuphead - All Bosses Speedrun (Regular) - 37:49.36,fireb0rn,541880,5716,360,1148,,,,,,,,,,
Arsenal 2-0 Brighton | DT Lashes Out At The Alexis Haters!!,ArsenalFanTV,323212,5016,402,734,,,,,,,,,,
Nashville vigil for Las Vegas shooting victims #PrayForVegas,69 detik,115298,498,31,77,,,,,,,,,,
Alexandra Burke & Gorka Marquez Paso Doble to â€˜Ven a Bailar' - Strictly Come Dancing 2017,BBC Strictly Come Dancing,229509,1826,61,365,,,,,,,,,,
Golden Retriever is the Master of Self-Control,INSIDER,87510,3515,37,253,,,,,,,,,,
COOKING TINY FOOD WHILE CONJOINED CHALLENGE!!,Liza Koshy Too,2198979,181056,894,4268,,,,,,,,,,
My body and I | MUMDAYS,Giovannasworld,38324,1486,21,161,,,,,,,,,,
The Bolton Crab - First ever MMA 'Walls of Jericho' finish,FCC: Full Contact Contender,436216,883,85,208,,,,,,,,,,
"Tom Cruise singing (Jerry Maguire, 1996)",Stones from Tiflis,147120,585,14,36,,,,,,,,,,
Steve Martin and the Steep Canyon Rangers: NPR Music Tiny Desk Concert,NPR Music,206550,5657,59,318,,,,,,,,,,
Blake Shelton - I'll Name the Dogs (Behind The Scenes),Blake Shelton,62826,1406,41,90,,,,,,,,,,
9-30-2017 Marilyn Manson Hammerstein Ballroom prop/stage collapse,Rock and Rollinâ€™,1275692,796,210,585,,,,,,,,,,
Follow Me Around- HALLOWEEN EXPRESS!,grav3yardgirl,348190,22798,194,3310,,,,,,,,,,
music genre: video game 2,SethEverman,1056762,99741,347,5503,,,,,,,,,,
Margot Robbie TATTOOS One of the Production Staff! | The Graham Norton Show,The Graham Norton Show,1625743,20357,509,1132,,,,,,,,,,
"Film Theory: Pickle Rick ACTUALLY WORKS! (Rick and Morty, Feat. DAN HARMON!)",The Film Theorists,4071735,138606,14402,16493,,,,,,,,,,
What Actually Happened...,Bubzvlogz,174243,6422,57,501,,,,,,,,,,
How to Vlog (feat. TomSka),Ami Yamato,15754,2216,23,241,,,,,,,,,,
Paris Saint-Germain - Girondins de Bordeaux (6-2) - RÃ©sumÃ© - (PSG - GdB) / 2017-18,Ligue 1 Conforama,574200,4133,235,396,,,,,,,,,,
"Tom Petty And The Heartbreakers - Yer So Bad. (Hollywood Bowl, Los Angeles CA 9/21/17)",Brian James,261855,83,2,29,,,,,,,,,,
"September Favourites: Beauty, Style & Story Time | The Anna Edit",The Anna Edit,102351,3356,70,182,,,,,,,,,,
How to be Gangster 2.0,nigahiga,3843329,213673,3498,17840,,,,,,,,,,
PRETTYMUCH Perform 'Would You Mind' | Weekdays at 3:30pm | #TRL,TRL,51826,2697,33,175,,,,,,,,,,
Wembley Cup 2017 LIVE FINAL â€“ Hashtag United vs Tekkers Town,Spencer FC,1330639,42655,1289,2813,,,,,,,,,,
Dan Bilzerian Running towards Las Vegas Shooter,Badassery Promotions,1769216,3219,10445,2345,,,,,,,,,,
MY 2017 YOUTUBE REWIND **365 DAYS OF VLOGS**,Jake Paul,3289063,141642,26136,36600,,,,,,,,,,
What's Really Been Going On | I Covet Thee,I Covet Thee,128335,8082,81,4180,,,,,,,,,,
Idris Elba Has A Foot Fetish | The Graham Norton Show,The Graham Norton Show,291773,3955,56,366,,,,,,,,,,
The Struggles of Watching ASMR,ASMR Darling,641239,41823,1454,8267,,,,,,,,,,
Charades with Gal Gadot and Miley Cyrus,The Tonight Show Starring Jimmy Fallon,3138205,55203,1305,4117,,,,,,,,,,
I JUST CAN'T BELIEVE IT!,Tanya Burr,300512,10277,351,567,,,,,,,,,,
UFC 217: Press Conference,UFC - Ultimate Fighting Championship,305676,3579,230,2237,,,,,,,,,,
HELP ME CONTOUR | Teach Me How To Beauty Tour EP3 ft. Nicol Concilio,Simply Nailogical,774722,48836,453,5882,,,,,,,,,,
Lin-Manuel Miranda - Almost Like Praying feat Artists for Puerto Rico [Music Video],Atlantic Records,1798288,71757,2122,5772,,,,,,,,,,
BRAND NEW B&W | Spider Cat - Simon's Cat (Halloween Special),Simon's Cat,340475,13843,195,656,,,,,,,,,,
HIGHLIGHTS | Scotland 1-0 Slovakia,Scotland National Team,160943,1268,57,502,,,,,,,,,,
I Tried A Face Mask Controlled By My Phone,Safiya Nygaard,1867297,74190,831,5248,,,,,,,,,,
NICOLES BIRTHDAY!!,Casey Barker Vlogs,90020,5138,94,472,,,,,,,,,,
DOING COLLEEN BALLINGER'S MAKEUP WHILE SHE READS MY 2013 FAN TWEETS TO HER,James Charles,993113,56376,1147,2533,,,,,,,,,,
The only wild monkeys in Europe,Vox,272208,10130,323,1499,,,,,,,,,,
Everything Wrong With Scream 2 In 19 Minutes Or Less,CinemaSins,912990,20972,514,3270,,,,,,,,,,
My 6 MONTH Pregnancy Essentials (Ad),FleurDeVlog,79497,2330,82,218,,,,,,,,,,
Unbelieveable AIRBUS A380 HARD CROSSWIND LANDING during a STORM at DÃ¼sseldorf - 4K,Cargospotter,7181101,21662,1076,2451,,,,,,,,,,
Every Cat At 3AM,Gus Johnson,961416,36223,1248,2226,,,,,,,,,,
The World's Largest Fruits,vlogbrothers,337813,13983,386,1590,,,,,,,,,,
Rudy Mancuso & Poo Bear - Black & White (Official Video),Rudy Mancuso,1649335,151882,2440,13639,,,,,,,,,,
Natureâ€™s Wonderland | A Mickey Mouse Cartoon | Disney Shorts,Mickey Mouse,339278,6115,301,1128,,,,,,,,,,
Isla Fisher is NOT Amy Adams,Jimmy Kimmel Live,946971,15080,406,1602,,,,,,,,,,
AUTUMN/FALL HAUL 2017 | sophdoesnails,sophdoesnails,80389,5472,56,675,,,,,,,,,,
Terry Crews Hallucinates While Eating Spicy Wings | Hot Ones,First We Feast,4490300,182194,1910,25963,,,,,,,,,,
Guy selling nuggets dipped in szechuan sauce for $10 a piece,dannyboy1561,92113,175,164,153,,,,,,,,,,
Ryan Gosling and Harrison Ford Lose It at Hilarious Interview! | This Morning,This Morning,4244837,51191,1427,0,,,,,,,,,,
10 Gadgets From Fan Mail put to the Test!,CrazyRussianHacker,1246490,27198,927,3153,,,,,,,,,,
CanelÃ© de Bordeaux - Crispy Baked French Custard Cakes - How to Make CanelÃ©s,Food Wishes,174028,6276,131,665,,,,,,,,,,
The #PuberMe Grand Finale With Lin-Manuel Miranda,The Late Show with Stephen Colbert,619222,12074,147,840,,,,,,,,,,
ðŸ˜œ New iOS 11 Emojis!,iJustine,416314,18380,1069,8244,,,,,,,,,,
Prankster interrupts Theresa May's conference speech to hand her fake P45,Guardian Wires,835989,5192,701,1810,,,,,,,,,,
CRAZY GOLF Vs. The WIFE!,Life of Tom,240181,8001,236,930,,,,,,,,,,
BMW Hot Tub First Tests and Issues,colinfurze,1112060,30711,980,2319,,,,,,,,,,
How To LEVEL UP Hot Chocolate Fudge Sauce,SORTEDfood,95802,3352,48,292,,,,,,,,,,
MORNING ROUTINE AUTUMN 2017,Helen Anderson,37877,2664,27,174,,,,,,,,,,
How Bacteria Rule Over Your Body â€“ The Microbiome,Kurzgesagt â€“ In a Nutshell,1754193,103015,759,8657,,,,,,,,,,
How To Survive The Apocalypse  - Scientific Survival Tips,AsapSCIENCE,661425,26957,590,2296,,,,,,,,,,
Easy & Glam GLOSSY SKULL Halloween Makeup Tutorial,Chloe Morello,140987,8345,138,292,,,,,,,,,,
P!nk - Whatever You Want (Lyric Video),PinkVEVO,908669,49340,467,2115,,,,,,,,,,
TROPHY CAKE ft Lindsey Stirling and Mark! - (Dancing with the Stars) - NERDY NUMMIES,Rosanna Pansino,343926,19073,189,3723,,,,,,,,,,
KUWTK | Kourtney Kardashian Sets Kris Straight on Scott Disick's Ways | E!,E! Entertainment,507366,3860,169,509,,,,,,,,,,
21 *ZERO EFFORT* DIY Halloween Costumes! Cute/Funny/Hot | Mylifeaseva,MyLifeAsEva,1130204,69130,1956,8688,,,,,,,,,,
Clueless Gamer: Shadow Of War With Kumail Nanjiani  - CONAN on TBS,Team Coco,1130280,30874,825,2518,,,,,,,,,,
Sam Smith - Pray (Official Audio),SamSmithWorldVEVO,3267941,154601,1376,8821,,,,,,,,,,
Insane Ways Rich People Are Prepping For The Apocalypse!,Greg and Mitch,162292,4926,764,711,,,,,,,,,,
"Russell Brand Talks Marriage, Fatherhood & Recovery",Wendy Williams,300460,5539,311,1546,,,,,,,,,,
RECREATING MY HOMECOMING LOOK (A TAG!) // Grace Helbig,Grace Helbig,191609,11248,78,432,,,,,,,,,,
Your Brain Vs. Your Crush!,Rclbeauty101,799507,34791,936,5177,,,,,,,,,,
Visiting Your Crappy Hometown,CollegeHumor,725198,25885,1104,3067,,,,,,,,,,
Adam Savage Examines the Blade Runner 2049 Blasters!,Tested,207581,6667,95,646,,,,,,,,,,
NF - Outcast,NFVEVO,652709,43812,615,6166,,,,,,,,,,
Julia Roberts Acts Out Her Film Career w/ James Corden,The Late Late Show with James Corden,2622723,39211,597,1523,,,,,,,,,,
10 MINUTE GLAM AF MAKEUP CHALLENGE Ft. NIKKIE TUTORIALS,Jaclyn Hill,1097359,68704,2315,7031,,,,,,,,,,
PUPPIES FIRST BATHTIME!,VLOGTOWSKI,196818,10683,154,1616,,,,,,,,,,
SEPTEMBER FAVOURITES 2017 | Hannah Witton,Hannah Witton,33245,2156,31,196,,,,,,,,,,
5 YEAR ANNIVERSARY!,PointlessBlogVlogs,982374,54748,545,5770,,,,,,,,,,
I Buy My Boyfriends Outfits,JennaMarbles,2468359,180218,1073,20793,,,,,,,,,,
NEW SHADE! MILANI CONCEAL + PERFECT 2 in 1 Foundation {First Impression Review & Demo!},thataylaa,166396,9506,298,1616,,,,,,,,,,
GYMNASTICS IS A TOUGH SPORT! | Worlds Qualification | Vlog (2),Nile Wilson,118562,7583,31,472,,,,,,,,,,
World Ballet Day â€“ The Royal Ballet (2017) Part 1,Royal Opera House,50024,1237,15,161,,,,,,,,,,
Google Pixel 2 Impressions!,Marques Brownlee,2622684,71177,2033,13177,,,,,,,,,,
Arnold Was Hit With 1000000 Volts,Meet Arnold,1990504,58960,2577,9143,,,,,,,,,,
"Eric Church - Why Not Me | October 4, 2017",Grand Ole Opry,5384013,31167,2546,2651,,,,,,,,,,
Las Vegas shooter checked into multiple hotels before the attack,ABC News,407647,1680,360,1641,,,,,,,,,,
MAKING MY OWN LIPSTICK | Lydia Elise Millen,Lydia Elise Millen,125069,3366,230,470,,,,,,,,,,
This Week I Learned to Solve the 5x5x5 Rubik's Cube,Mike Boyd,313291,10446,165,2077,,,,,,,,,,
October 4th - Google Event,Made by Google,2261111,0,0,0,,,,,,,,,,
Keyshia Cole Talks Custody Battle with Daniel 'Booby' Gibson,The Real Daytime,128747,1595,35,291,,,,,,,,,,
Frozen Theory: Rapunzel Is Anna & Elsa's Cousin,SuperCarlinBrothers,207290,9854,225,2896,,,,,,,,,,
Who's The Pretty Girl?,Bubzvlogz,158021,7239,32,683,,,,,,,,,,
You Don't Know How It Feels - Tom Petty Cover (Walk off the Earth),Walk off the Earth,182041,8543,68,333,,,,,,,,,,
An Englishman Plays Risk - Foil Arms and Hog,Foil Arms and Hog,170694,6522,122,367,,,,,,,,,,
FULL FACE OF SEPHORA !!! IS THIS WORTH IT,Patricia Bright,351136,16279,268,2355,,,,,,,,,,
CLog 10042017 - Q&A NO MORE!!!,CwcvilleGuardian,47567,859,265,1486,,,,,,,,,,
"What Makes Black Mirror So Dark â€” (GOT, BB spoilers)",Nerdwriter1,799833,30138,1177,3021,,,,,,,,,,
Why We Feel Lonely and Odd,The School of Life,183199,9449,143,654,,,,,,,,,,
Gal Gadot Can't Compare to Sam Smith - SNL,Saturday Night Live,230351,3390,134,294,,,,,,,,,,
Street Fighter V: Arcade Edition - Reveal Trailer,Street Fighter,225593,4240,835,1777,,,,,,,,,,
Chile vs Ecuador 2-1 â— Goals & Highlights Goles y Resumen â— 05 October 2017 HD,MATCHDAY HIGHLIGHTS,334089,573,155,617,,,,,,,,,,
PlayerUnknown's Battlegrounds: THE ZONE,Nukazooka,207094,11605,117,652,,,,,,,,,,
TRUE FRIENDSHIP | Chris & Jack,Chris and Jack,45870,2497,19,183,,,,,,,,,,
TRYING TO MAKE IT ALL WORK!,SACCONEJOLYs,144494,7142,141,575,,,,,,,,,,
The In-N-Out 100x100 Burger Challenge,BuzzFeedBlue,906202,13651,1174,1664,,,,,,,,,,
What Would Happen If All The Bugs Died?,Life Noggin,419579,15419,255,3561,,,,,,,,,,
DENY U by SUPERFRUIT,SUPERFRUIT,213473,23104,150,3346,,,,,,,,,,
Riverdale Cast Plays Truth or Dare | Teen Vogue,Teen Vogue,1532364,64451,337,2678,,,,,,,,,,
TWICEã€ŒOne More Timeã€Music Video,TWICE JAPAN OFFICIAL YouTube Channel,6844875,287410,37783,52731,,,,,,,,,,
Nahko â€¢ Dragonfly â€¢ (Official Video),Nahko and Medicine for the People,28449,1461,19,207,,,,,,,,,,
PRETTYMUCH - Teacher (Official Video),PrettyMuchVEVO,188050,22837,217,2885,,,,,,,,,,
NEW IN BEAUTY: October | Fleur De Force,Fleur DeForce,126474,3969,93,296,,,,,,,,,,
"PHOTOS, CONKERS & A CHRISTMAS HAUL?",MoreZoella,958119,49422,301,3503,,,,,,,,,,
4 Iconic Halloween Costumes for 2017,Tyler Oakley,191324,18481,138,2074,,,,,,,,,,
Lauv - Easy Love [Official Video],Lauv,266436,17236,112,1033,,,,,,,,,,
"ROMAN J. ISRAEL, ESQ. - Official Trailer (HD)",Sony Pictures Entertainment,320472,538,26,67,,,,,,,,,,
Emre Can selects his ULTIMATE XI | Which two Reds make the cut?,Liverpool FC,107270,2234,41,335,,,,,,,,,,
I Used My First Ever Phone For a Day,emmablackery,107374,8080,205,1002,,,,,,,,,,
Blade Runner 2049 - Movie Review,Jeremy Jahns,400153,14271,568,2160,,,,,,,,,,
How to Get Your Car to Make Sharper Turns (Steering Angle Mod),ChrisFix,794411,30585,680,3809,,,,,,,,,,
Do Not Use Infant Sleep Positioners Due to the Risk of Suffocation,USFoodandDrugAdmin,9207,0,0,0,,,,,,,,,,
Ellen & Oprah Take Over a Grocery Store Part 1,TheEllenShow,2305487,39202,1079,2517,,,,,,,,,,
Pro-Gun Campaigner Says 'Nothing Should Be Done' About Guns in the U.S. | Good Morning Britain,Good Morning Britain,317805,3972,1273,0,,,,,,,,,,
Ty Dolla $ign - Ex ft. YG [Official Audio],Ty Dolla $ign,335170,16950,207,792,,,,,,,,,,
Self Help Exercise | The Momâ€™s View,The Mom's View,42846,2349,74,378,,,,,,,,,,
